01,01,Monica_Geller,1,284
01,01,Monica_Geller,2,284
01,01,Monica_Geller,3,248
01,01,Joey_Tribbiani,4,248
01,01,Joey_Tribbiani,5,284
01,01,Joey_Tribbiani,6,284
01,01,Chandler_Bing,7,183
01,01,Chandler_Bing,8,284
01,01,Phoebe_Buffay,9,284
01,01,Phoebe_Buffay,10,292
01,01,Phoebe_Buffay,11,248
01,01,Phoebe_Buffay,12,292
01,01,Phoebe_Buffay,13,50
01,01,Chandler_Bing,14,59
01,01,Chandler_Bing,15,59
01,01,Chandler_Bing,16,59
01,01,Chandler_Bing,17,59
01,01,Chandler_Bing,18,59
01,01,Chandler_Bing,19,59
01,01,Chandler_Bing,20,59
01,01,Chandler_Bing,21,59
01,01,Chandler_Bing,22,59
01,01,Monica_Geller,23,59
01,01,Chandler_Bing,24,59
01,01,Chandler_Bing,25,59
01,01,Chandler_Bing,26,59
01,01,Chandler_Bing,27,268
01,01,Chandler_Bing,28,268
01,01,Chandler_Bing,29,59
01,01,Joey_Tribbiani,30,335
01,01,Joey_Tribbiani,31,183
01,01,Joey_Tribbiani,32,183
01,01,Monica_Geller,33,335
01,01,Monica_Geller,34,335
01,01,Ross_Geller,35,335
01,01,Ross_Geller,36,335
01,01,Ross_Geller,37,335
01,01,Ross_Geller,38,335
01,01,Ross_Geller,39,335
01,01,Monica_Geller,40,51
01,01,Monica_Geller,41,51
01,01,Monica_Geller,42,248
01,01,Monica_Geller,43,335
01,01,Ross_Geller,44,335
01,01,Ross_Geller,45,335
01,01,Ross_Geller,46,335
01,01,Ross_Geller,47,335
01,01,Ross_Geller,48,51
01,01,Monica_Geller,49,335
01,01,Ross_Geller,50,335
01,01,Ross_Geller,51,51
01,01,Ross_Geller,52,51
01,01,Ross_Geller,53,335
01,01,Joey_Tribbiani,54,335
01,01,Joey_Tribbiani,55,51
01,01,Ross_Geller,56,51
01,01,Ross_Geller,57,335
01,01,Chandler_Bing,58,59
01,01,Chandler_Bing,59,59
01,01,Chandler_Bing,60,59
01,01,Ross_Geller,61,335
01,01,Ross_Geller,62,195
01,01,Ross_Geller,63,163
01,01,Monica_Geller,64,248
01,01,Monica_Geller,65,195
01,01,Monica_Geller,66,195
01,01,Monica_Geller,67,195
01,01,Joey_Tribbiani,68,335
01,01,Joey_Tribbiani,69,335
01,01,Joey_Tribbiani,70,335
01,01,Joey_Tribbiani,71,335
01,01,Joey_Tribbiani,72,183
01,01,Joey_Tribbiani,73,335
01,01,Joey_Tribbiani,74,335
01,01,Ross_Geller,75,335
01,01,Ross_Geller,76,335
01,01,Ross_Geller,77,335
01,01,Ross_Geller,78,335
01,01,Chandler_Bing,79,59
01,01,Rachel_Green,80,306
01,01,Rachel_Green,81,248
01,01,Rachel_Green,82,248
01,01,Rachel_Green,83,228
01,01,Rachel_Green,84,248
01,01,Rachel_Green,85,248
01,01,Rachel_Green,86,248
01,01,Waitress,87,391
01,01,Monica_Geller,88,59
01,01,Monica_Geller,89,292
01,01,Monica_Geller,90,183
01,01,Monica_Geller,91,306
01,01,Monica_Geller,92,248
01,01,Monica_Geller,93,335
01,01,Monica_Geller,94,335
01,01,Monica_Geller,95,306
01,01,Rachel_Green,96,306
01,01,Rachel_Green,97,306
01,01,Rachel_Green,98,306
01,01,Rachel_Green,99,306
01,01,Rachel_Green,100,29
01,01,Rachel_Green,101,306
01,01,Rachel_Green,102,306
01,01,Rachel_Green,103,29
01,01,Rachel_Green,104,306
01,01,Rachel_Green,105,306
01,01,Rachel_Green,106,306
01,01,Rachel_Green,107,306
01,01,Rachel_Green,108,306
01,01,Rachel_Green,109,306
01,01,Rachel_Green,110,306
01,01,Rachel_Green,111,306
01,01,Rachel_Green,112,248
01,01,Rachel_Green,113,306
01,01,Rachel_Green,114,248
01,01,Rachel_Green,115,248
01,01,Rachel_Green,116,306
01,01,Rachel_Green,117,306
01,01,Monica_Geller,118,248
01,01,Monica_Geller,119,228
01,01,Monica_Geller,120,306
01,01,Monica_Geller,121,306
01,01,Ross_Geller,122,335
01,01,Ross_Geller,123,69
01,01,Rachel_Green,124,205
01,01,Rachel_Green,125,306
01,01,Rachel_Green,126,306
01,01,Rachel_Green,127,29
01,01,Rachel_Green,128,306
01,01,Rachel_Green,129,306
01,01,Rachel_Green,130,29
01,01,Rachel_Green,131,306
01,01,Phoebe_Buffay,132,292
01,01,Phoebe_Buffay,133,292
01,01,Phoebe_Buffay,134,292
01,01,Chandler_Bing,135,397
01,01,Joey_Tribbiani,136,183
01,01,Joey_Tribbiani,137,397
01,01,Rachel_Green,138,205
01,01,Rachel_Green,139,306
01,01,Rachel_Green,140,306
01,01,Rachel_Green,141,306
01,01,Rachel_Green,142,306
01,01,Rachel_Green,143,306
01,01,Rachel_Green,144,306
01,01,Rachel_Green,145,306
01,01,Rachel_Green,146,306
01,01,Rachel_Green,147,306
01,01,Rachel_Green,148,306
01,01,Rachel_Green,149,306
01,01,Rachel_Green,150,306
01,01,Rachel_Green,151,306
01,01,Rachel_Green,152,205
01,01,Rachel_Green,153,306
01,01,Rachel_Green,154,306
01,01,Rachel_Green,155,306
01,01,Rachel_Green,156,205
01,01,Ross_Geller,157,205
01,01,Rachel_Green,158,205
01,01,Rachel_Green,159,306
01,01,Rachel_Green,160,306
01,01,Rachel_Green,161,248
01,01,Monica_Geller,162,248
01,01,Monica_Geller,163,248
01,01,Rachel_Green,164,306
01,01,Rachel_Green,165,306
01,01,Rachel_Green,166,205
01,01,Rachel_Green,167,306
01,01,Rachel_Green,168,306
01,01,Phoebe_Buffay,169,292
01,01,Monica_Geller,170,306
01,01,Joey_Tribbiani,171,306
01,01,Joey_Tribbiani,172,306
01,01,Joey_Tribbiani,173,183
01,01,Joey_Tribbiani,174,183
01,01,Joey_Tribbiani,175,59
01,01,Joey_Tribbiani,176,59
01,01,Monica_Geller,177,183
01,01,Monica_Geller,178,306
01,01,Monica_Geller,179,306
01,01,Paul,180,284
01,01,Monica_Geller,181,284
01,01,Joey_Tribbiani,182,284
01,01,Ross_Geller,183,284
01,01,Ross_Geller,184,284
01,01,Monica_Geller,185,183
01,01,Monica_Geller,186,248
01,01,Monica_Geller,187,284
01,01,Ross_Geller,188,284
01,01,Ross_Geller,189,248
01,01,Monica_Geller,190,306
01,01,Monica_Geller,191,248
01,01,Monica_Geller,192,306
01,01,Monica_Geller,193,248
01,01,Monica_Geller,194,306
01,01,Monica_Geller,195,248
01,01,Ross_Geller,196,284
01,01,Phoebe_Buffay,197,284
01,01,Monica_Geller,198,284
01,01,Monica_Geller,199,284
01,01,All,200,284
01,01,Chandler_Bing,201,59
01,01,Chandler_Bing,202,59
01,01,Chandler_Bing,203,284
01,01,Chandler_Bing,204,284
01,01,Monica_Geller,205,248
01,01,Monica_Geller,206,248
01,01,Monica_Geller,207,248
01,01,Phoebe_Buffay,208,292
01,01,Joey_Tribbiani,209,284
01,01,Joey_Tribbiani,210,248
01,01,Joey_Tribbiani,211,248
01,01,Monica_Geller,212,183
01,01,Ross_Geller,213,306
01,01,Ross_Geller,214,306
01,01,Rachel_Green,215,306
01,01,Rachel_Green,216,306
01,01,Ross_Geller,217,306
01,01,Ross_Geller,218,306
01,01,Ross_Geller,219,306
01,01,Ross_Geller,220,183
01,01,Ross_Geller,221,59
01,01,Ross_Geller,222,335
01,01,Ross_Geller,223,335
01,01,Rachel_Green,224,306
01,01,Rachel_Green,225,306
01,01,Joey_Tribbiani,226,292
01,01,Joey_Tribbiani,227,292
01,01,Phoebe_Buffay,228,292
01,01,Phoebe_Buffay,229,292
01,01,Phoebe_Buffay,230,292
01,01,Ross_Geller,231,335
01,01,Ross_Geller,232,335
01,01,Ross_Geller,233,335
01,01,Ross_Geller,234,335
01,01,Ross_Geller,235,335
01,01,Joey_Tribbiani,236,183
01,01,Chandler_Bing,237,59
01,01,Chandler_Bing,238,59
01,01,Ross_Geller,239,51
01,01,Ross_Geller,240,51
01,01,Ross_Geller,241,335
01,01,Joey_Tribbiani,242,335
01,01,Joey_Tribbiani,243,335
01,01,Joey_Tribbiani,244,183
01,01,Joey_Tribbiani,245,335
